#separator:Tab
#html:true
#columns:ID	Front	Back	Explanation	Tags
#tags column:5
"clf-c02-2026-09-01-021"	"A company must keep its source database available while continuously replicating changes during migration to AWS. Which service fits?"	"AWS Database Migration Service (AWS DMS). It copies and can continuously replicate database data to reduce migration downtime."	"DMS can perform an initial load and ongoing change replication to reduce migration downtime.<br><strong>Example:</strong> A company copies its on-premises database to AWS while ongoing changes continue to replicate until cutover."	"CLF-C02 Cloud Technology and Services day::2026-09-01 chat::2026-09-01_-_Chat_8_—_Databases,_VPC_&_EC2 type::scenario topic::Migration topic::Databases"
"clf-c02-2026-09-01-022"	"Why might a heterogeneous DMS migration need schema conversion?"	"Different database engines can use different schema objects, data types, and SQL features."	"DMS moves data, but engine differences may require a separate schema-conversion step.<br><strong>Example:</strong> An Oracle-to-PostgreSQL migration converts incompatible table definitions and stored code before DMS moves the data."	"CLF-C02 Cloud Technology and Services day::2026-09-01 chat::2026-09-01_-_Chat_8_—_Databases,_VPC_&_EC2 type::recall topic::Migration topic::Schema_conversion"
"clf-c02-2026-09-01-023"	"Can one Amazon VPC span Regions or Availability Zones?"	"It can span Availability Zones within one Region, but it cannot span Regions."	"Subnets provide AZ-level partitions inside the Regional VPC.<br><strong>Example:</strong> A VPC in us-east-1 can contain subnets in us-east-1a and us-east-1b, but it cannot extend into us-west-2."	"CLF-C02 Cloud Technology and Services day::2026-09-01 chat::2026-09-01_-_Chat_8_—_Databases,_VPC_&_EC2 type::recall topic::Networking topic::VPC_scope"
"clf-c02-2026-09-01-024"	"Can a subnet span multiple Availability Zones?"	"No. A subnet belongs to exactly one Availability Zone."	"An AZ may contain multiple subnets, but a subnet cannot cross AZ boundaries.<br><strong>Example:</strong> A company creates one public and one private subnet in each of two Availability Zones for resilience."	"CLF-C02 Cloud Technology and Services day::2026-09-01 chat::2026-09-01_-_Chat_8_—_Databases,_VPC_&_EC2 type::recall topic::Networking topic::Subnets"
"clf-c02-2026-09-01-025"	"What routing property distinguishes a public subnet from a private subnet?"	"A public subnet has a route to an internet gateway; a private subnet has no direct route to an internet gateway."	"Public addressing and security rules are additional requirements for an instance to communicate directly with the internet.<br><strong>Example:</strong> A web subnet has a default route to an internet gateway; a database subnet has no direct internet-gateway route."	"CLF-C02 Cloud Technology and Services day::2026-09-01 chat::2026-09-01_-_Chat_8_—_Databases,_VPC_&_EC2 type::comparison topic::Networking topic::Subnets"
"clf-c02-2026-09-01-026"	"An EC2 instance is in a subnet with a route to an internet gateway but has only a private IPv4 address. Is it directly reachable from the internet over IPv4?"	"No. It also needs a public IPv4 address or Elastic IP and traffic must be allowed by security controls."	"A public-subnet route alone does not give the instance a public address or open firewall rules.<br><strong>Example:</strong> A public web server needs a public IP, a route to the internet gateway, and security rules allowing HTTPS."	"CLF-C02 Cloud Technology and Services day::2026-09-01 chat::2026-09-01_-_Chat_8_—_Databases,_VPC_&_EC2 type::scenario topic::Networking topic::Public_subnets"
"clf-c02-2026-09-01-027"	"What does an internet gateway do?"	"It enables communication between a VPC and the internet when routing, addressing, and security rules permit it."	"An internet gateway is a managed, redundant, highly available VPC component.<br><strong>Example:</strong> A public web server needs a public IP, a route to the internet gateway, and security rules allowing HTTPS."	"CLF-C02 Cloud Technology and Services day::2026-09-01 chat::2026-09-01_-_Chat_8_—_Databases,_VPC_&_EC2 type::recall topic::Networking topic::Internet_gateway"
"clf-c02-2026-09-01-028"	"Private-subnet EC2 instances need outbound IPv4 access for operating-system updates without accepting internet-initiated connections. What should be used?"	"A NAT gateway, with the private subnet routed to it. This gives private instances outbound IPv4 access without accepting new inbound internet sessions."	"The NAT gateway initiates outbound translation and permits return traffic, but not unsolicited inbound sessions.<br><strong>Example:</strong> Private application servers download operating-system updates through a NAT gateway but cannot receive unsolicited internet connections."	"CLF-C02 Cloud Technology and Services day::2026-09-01 chat::2026-09-01_-_Chat_8_—_Databases,_VPC_&_EC2 type::scenario topic::Networking topic::NAT_gateway"
"clf-c02-2026-09-01-029"	"What is the core difference between an internet gateway and a NAT gateway?"	"An internet gateway supports direct internet connectivity for publicly addressed resources; a NAT gateway gives private resources outbound connectivity through address translation."	"They serve different routing and addressing patterns and are not interchangeable.<br><strong>Example:</strong> A publicly addressed web server connects directly through an internet gateway; a private server downloads updates through a NAT gateway."	"CLF-C02 Cloud Technology and Services day::2026-09-01 chat::2026-09-01_-_Chat_8_—_Databases,_VPC_&_EC2 type::comparison topic::Networking topic::Gateways"
"clf-c02-2026-09-01-030"	"What information does a VPC route-table rule contain?"	"A destination and a target."	"The most specific matching destination determines where traffic is sent.<br><strong>Example:</strong> The rule 0.0.0.0/0 → internet gateway pairs the destination range with the component that receives matching traffic."	"CLF-C02 Cloud Technology and Services day::2026-09-01 chat::2026-09-01_-_Chat_8_—_Databases,_VPC_&_EC2 type::recall topic::Networking topic::Route_tables"
"clf-c02-2026-09-01-031"	"Do VPC route tables assign IP addresses or act as firewalls?"	"No. They select network paths; address configuration and traffic filtering are separate functions."	"DHCP-related settings help configure hosts, while security groups and NACLs filter traffic.<br><strong>Example:</strong> A route table sends traffic toward an internet gateway; a security group separately decides whether HTTPS is allowed."	"CLF-C02 Cloud Technology and Services day::2026-09-01 chat::2026-09-01_-_Chat_8_—_Databases,_VPC_&_EC2 type::recall topic::Networking topic::Route_tables"
"clf-c02-2026-09-01-032"	"What is the purpose of the local route in a VPC route table?"	"It enables communication among resources within the VPC CIDR blocks."	"Every VPC route table contains local routing for intra-VPC communication.<br><strong>Example:</strong> Traffic for 10.0.2.15 follows the 10.0.0.0/16 local route instead of the less-specific 0.0.0.0/0 route."	"CLF-C02 Cloud Technology and Services day::2026-09-01 chat::2026-09-01_-_Chat_8_—_Databases,_VPC_&_EC2 type::recall topic::Networking topic::Local_route"
"clf-c02-2026-09-01-033"	"A route table has 10.0.0.0/16 → local and 0.0.0.0/0 → internet gateway. Where does traffic for 10.0.2.15 go?"	"Through the local route. The VPC’s /16 route is more specific than the /0 internet route."	"Route selection uses the most specific matching destination; /16 is more specific than /0.<br><strong>Example:</strong> Traffic for 10.0.2.15 chooses the 10.0.0.0/16 local route because /16 is more specific than the /0 internet route."	"CLF-C02 Cloud Technology and Services day::2026-09-01 chat::2026-09-01_-_Chat_8_—_Databases,_VPC_&_EC2 type::scenario topic::Networking topic::Route_selection"
"clf-c02-2026-09-01-034"	"What role do DHCP options play in a VPC?"	"They provide network configuration such as DNS-related settings to instances."	"DHCP configuration is separate from the subnet route table, which selects traffic paths.<br><strong>Example:</strong> A VPC DHCP options set supplies DNS settings to a newly launched EC2 instance."	"CLF-C02 Cloud Technology and Services day::2026-09-01 chat::2026-09-01_-_Chat_8_—_Databases,_VPC_&_EC2 type::recall topic::Networking topic::DHCP"
"clf-c02-2026-09-01-035"	"At what level does a security group apply, and is it stateful?"	"It applies to supported resource network interfaces and is stateful."	"Allowed flow responses are automatically permitted, and security groups contain allow rules rather than deny rules.<br><strong>Example:</strong> A web server security group permits inbound HTTPS, and the response traffic is allowed automatically."	"CLF-C02 Security and Compliance day::2026-09-01 chat::2026-09-01_-_Chat_8_—_Databases,_VPC_&_EC2 type::recall topic::Network_security topic::Security_groups"
"clf-c02-2026-09-01-036"	"At what level does a network ACL apply, and is it stateful?"	"It applies at the subnet boundary and is stateless."	"Inbound and outbound rules are evaluated separately, and NACLs support both allow and deny rules.<br><strong>Example:</strong> A subnet NACL denies a known malicious CIDR and separately permits the required inbound and outbound traffic."	"CLF-C02 Security and Compliance day::2026-09-01 chat::2026-09-01_-_Chat_8_—_Databases,_VPC_&_EC2 type::recall topic::Network_security topic::Network_ACLs"
"clf-c02-2026-09-01-037"	"Contrast security groups with network ACLs."	"Security groups are stateful allow-only controls on resource ENIs; NACLs are stateless allow/deny controls at subnet boundaries."	"They can be used together for layered protection.<br><strong>Example:</strong> A security group allows HTTPS to one server and automatically permits replies; a subnet NACL separately allows or denies both traffic directions."	"CLF-C02 Security and Compliance day::2026-09-01 chat::2026-09-01_-_Chat_8_—_Databases,_VPC_&_EC2 type::comparison topic::Network_security"
"clf-c02-2026-09-01-038"	"A security group allows an inbound HTTPS request. Does the response require a separate outbound rule for that flow?"	"No. Return traffic is automatically allowed because the security group is stateful."	"State tracking recognizes response traffic for an allowed connection.<br><strong>Example:</strong> A web server security group permits inbound HTTPS, and the response traffic is allowed automatically."	"CLF-C02 Security and Compliance day::2026-09-01 chat::2026-09-01_-_Chat_8_—_Databases,_VPC_&_EC2 type::scenario topic::Network_security topic::Stateful_filtering"
"clf-c02-2026-09-01-039"	"A NACL allows an inbound request. What must be considered for the response?"	"An applicable outbound rule must also allow the response traffic."	"NACLs are stateless and evaluate each direction independently.<br><strong>Example:</strong> A subnet NACL denies a known malicious CIDR and separately permits the required inbound and outbound traffic."	"CLF-C02 Security and Compliance day::2026-09-01 chat::2026-09-01_-_Chat_8_—_Databases,_VPC_&_EC2 type::scenario topic::Network_security topic::Stateless_filtering"
